"code","name","sector","section","has_item","reg_day","code","reg_day","open","high","low","close","change_price","change_rate","volume","margin_rate","volume_retail","volume_insti","volume_foreign","volume_program","foreign_rate","volume_short","cap"
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-21,87500,88600,86500,88100,900,1.03,25318011,0.11,2890389,-712099,-3948120,-1734394,55.49,233,5259378
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-20,89000,89000,86500,87200,200,0.23,25211127,0.11,4917655,-4157919,-1522930,-2085349,55.52,1033,5205650
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-19,84500,88000,83600,87000,2000,2.35,39895044,0.11,-2044543,1139258,3227860,-656314,55.54,2738,5193711
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-18,86600,87300,84100,85000,-3000,-3.41,43227951,0.11,151228,505669,-1346076,-319206,55.51,206,5074315
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-15,89800,91800,88000,88000,-1700,-1.9,33431809,0.11,7485785,-5006115,-4612581,-3522801,55.53,0,5253409
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-14,88700,90000,88700,89700,0,0.0,26393970,0.1,3239160,-5859292,5115970,-1091335,55.57,1432,5354895
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-13,89800,91200,89100,89700,-900,-0.99,36068848,0.1,4600807,-1794818,-4672920,-2190774,55.52,228,5354895
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-12,90300,91400,87800,90600,-400,-0.44,48682416,0.08,8233252,-5885518,-4218788,-4498684,55.56,5144,5408623
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-11,90000,96800,89500,91000,2200,2.48,90306177,0.09,18882865,-13590286,-10419522,-6795684,55.59,204,5432502
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-08,83300,90000,83000,88800,5900,7.12,59013307,0.09,-1992264,-5082378,14869584,6355911,55.68,6,5301167
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-07,82800,84200,82700,82900,700,0.85,32644642,0.08,-837695,2989615,-3925579,-2405575,55.53,763,4948950
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-06,83300,84500,82100,82200,-1700,-2.03,42089013,0.07,12170137,-5326921,-12652273,-4502600,55.58,967,4907161
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-05,81600,83900,81600,83900,900,1.08,35335669,0.08,7583287,-2477973,-7326883,-4219395,55.68,169,5008648
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2021-01-04,81000,84400,80200,83000,2000,2.47,38655276,0.08,8023833,-3986032,-2033092,-6770185,55.73,9279,4954920
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-30,77400,81300,77300,81000,2700,3.45,29417421,0.07,-1152439,1204866,-1845479,-49981,55.72,2978,4835524
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-29,78800,78900,77300,78300,-400,-0.51,30339449,0.07,9055227,-6166523,-8017845,-2483300,55.73,15834,4674340
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-28,79000,80100,78200,78700,900,1.16,40085044,0.07,217699,2397653,-5925832,-4354850,55.82,6924,4698219
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-24,74100,78800,74000,77800,3900,5.28,32502870,0.07,-3950353,3706372,-2643266,-601740,55.88,1583,4644491
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-23,72400,74000,72300,73900,1600,2.21,19411326,0.07,-2414198,1824496,889871,17316,55.92,1056,4411669
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-22,72500,73200,72100,72300,-700,-0.96,16304910,0.07,1385918,-691490,-1818737,-783859,55.91,806,4316153
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-21,73100,73400,72000,73000,0,0.0,20367355,0.07,1909337,87322,-3569269,-381879,55.92,1000,4357941
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-18,73300,73700,73000,73000,-300,-0.41,17613029,0.07,1849791,-623279,-3108364,-833563,55.95,4473,4357941
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-17,73400,73700,72600,73300,-500,-0.68,24293214,0.07,3096799,296221,-6029633,-2951447,55.98,13,4375851
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-16,74100,74500,73400,73800,0,0.0,17512081,0.07,1713141,725675,-5581014,-2222288,56.03,608,4405700
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-15,73800,74100,73300,73800,0,0.0,20863671,0.07,1770623,-694761,-2861135,-495999,56.09,689,4405700
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-14,73600,74500,73200,73800,400,0.54,21510415,0.07,2145014,-2076765,-763045,-561172,56.13,16925,4405700
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-11,73500,73800,73100,73400,500,0.69,18486672,0.06,2036082,22702,-4604863,-433896,56.14,3000,4381820
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-09,72100,73900,72000,73900,2200,3.07,24077996,0.06,-718082,812363,-1782484,-1596396,56.34,0,4411669
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-08,72200,72900,71600,71700,-1200,-1.65,25000338,0.06,4252376,-810198,-5973588,-3272967,56.35,1249,4280334
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-07,72400,73500,71900,72900,1400,1.96,28490496,0.07,2487298,-2772092,1042691,-395278,56.41,4826,4351971
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-04,70400,72100,70100,71500,1800,2.58,28130533,0.07,-1583641,-787542,4836049,-433438,56.41,2046,4268395
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-03,70100,70500,69300,69700,200,0.29,23677989,0.07,2061173,-2666867,554340,-3056390,56.37,660,4160938
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-02,68400,69900,68300,69500,1700,2.51,29703942,0.07,-2064492,-557183,5047699,694074,56.36,120,4148999
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-12-01,67100,68300,67100,67800,1100,1.65,22327173,0.06,-696818,1463114,-1766471,-1802497,56.31,2323,4047513
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-30,68400,68600,66700,66700,-1500,-2.2,43811016,0.06,11288299,1066542,-25450690,-11698090,56.33,96,3981845
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-27,68000,68400,67600,68200,200,0.29,14063434,0.06,1000137,-1440589,-2371141,-1539532,56.54,330,4071392
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-26,66100,68000,66000,68000,1400,2.1,19023323,0.06,600172,-2276544,2301559,-1214373,56.58,1437,4059452
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-25,67900,68300,66500,66600,-1100,-1.62,32447065,0.06,3925205,466158,-9022142,-2506144,56.56,0,3975875
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-24,67900,69500,67000,67700,200,0.3,32158235,0.06,1085243,-3009197,3154391,-1052667,56.63,1207,4041543
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-20,63900,65200,63900,64700,100,0.15,15068682,0.06,1477307,-1150454,-920179,-1754345,56.52,450,3862449
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-19,64100,64800,63900,64600,-200,-0.31,16590290,0.06,1556019,-966779,-1357591,-1013537,56.53,2536,3856480
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-18,65700,66200,64700,64800,-900,-1.37,22963790,0.06,1031862,372944,-2240543,-2310858,56.54,2315,3868419
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-17,67000,67000,65600,65700,-600,-0.9,30204089,0.06,153264,-1791090,1937176,685845,56.56,286,3922147
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-16,64000,66700,63900,66300,3100,4.91,36354334,0.06,-5095913,-404265,10205501,456517,56.53,2000,3957966
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-13,61300,63200,61000,63200,2200,3.61,31508829,0.06,-11271850,2560165,17499231,5855092,56.45,7158,3772903
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-12,61000,61400,60700,61000,-300,-0.49,19800573,0.07,-652016,-3535683,7168194,1096783,56.29,5740,3641567
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-11,60700,61400,60400,61300,1100,1.83,25628510,0.06,-9763238,2516456,14991891,4094943,56.23,542,3659477
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-10,60500,60500,59500,60200,0,0.0,19073552,0.07,1301536,-2203636,2058280,1227731,56.1,1902,3593809
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-09,60700,60900,60100,60200,100,0.17,15892961,0.07,-3050154,1011967,3900654,-428471,56.07,1432,3593809
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-06,60700,60800,59600,60100,-200,-0.33,16910230,0.07,-2027356,-635502,4346337,1588999,56.04,515,3587839
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-05,59000,60300,58800,60300,1800,3.08,20639475,0.07,-8880345,2049526,13740927,3136355,55.99,2075,3599779
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-04,58900,59000,57800,58500,-300,-0.51,21718561,0.08,3021007,2521227,-11086525,115619,55.88,12233,3492323
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-03,57900,58900,57600,58800,1400,2.44,14950919,0.08,-2362519,1864007,136088,551970,55.97,70000,3510232
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-11-02,56400,57500,56000,57400,800,1.41,20489076,0.07,1199093,-807123,-2111147,-1229922,55.97,6455,3426655
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-30,58000,58000,56600,56600,-1500,-2.58,26907844,0.07,8921199,-2649034,-13532560,-6285333,56.0,15772,3378897
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-29,58200,58500,57500,58100,-900,-1.53,22636966,0.07,7390792,-4546669,-3287417,-2395759,56.14,6213,3468444
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-28,59400,59400,58800,59000,-800,-1.34,14428882,0.07,3488094,-2063514,-2873711,-1748128,56.15,7121,3522172
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-27,60300,60300,59500,59800,-600,-0.99,17260416,0.07,2483212,-2725238,618304,-166416,56.17,959,3569930
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-26,60400,61100,60100,60400,200,0.33,13268226,0.07,-1591563,687782,1762940,99709,56.17,568,3605749
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-23,60400,60400,59800,60200,100,0.17,9322232,0.07,169456,-58971,-269502,13198,56.16,8953,3593809
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-22,60300,60500,59800,60100,-800,-1.31,14294095,0.07,2653376,94692,-5304745,-1195495,56.16,4745,3587839
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-21,61200,61500,60600,60900,0,0.0,15703443,0.07,-884552,-461716,2799932,-1357944,56.21,10339,3635598
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-20,60300,60900,60100,60900,900,1.5,19326115,0.08,-6372621,1671130,8814987,1019852,56.18,1170,3635598
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-19,59600,60200,59500,60000,500,0.84,14474985,0.08,-1042121,899588,254839,-994909,56.1,0,3581870
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-16,60000,60400,59000,59500,-500,-0.83,16554190,0.08,414453,127734,191737,-1295250,56.09,15055,3552021
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-15,60700,60800,59700,60000,-900,-1.48,17756232,0.09,1205055,-238001,-1255296,-1737980,56.09,8962,3581870
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-14,61000,61100,60500,60900,0,0.0,16086716,0.09,-1429581,-202689,2391214,1040813,56.13,6753,3635598
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-12,60000,60400,59900,60400,700,1.17,16145837,0.09,-3881444,758916,5754106,1001175,56.08,9982,3605749
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-08,60500,60700,59500,59700,-200,-0.33,24589924,0.09,-1466887,-3336344,7369532,948155,56.02,5852,3563960
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-07,58700,59900,58500,59900,900,1.53,14861838,0.1,-3128252,2005178,3478987,568867,55.95,5567,3575900
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-06,59400,59900,58700,59000,300,0.51,14463826,0.1,-319487,-431413,2831373,-106117,55.9,3813,3522172
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-10-05,57500,59200,57500,58700,500,0.86,20228289,0.1,-665093,1590890,-807246,1210489,55.86,8876,3504262
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-29,58300,59000,58200,58200,0,0.0,15503563,0.1,1228147,302067,-2342978,-64452,55.86,1048,3474413
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-28,58300,58800,57900,58200,300,0.52,12614080,0.1,338098,1067096,-2620473,-2301351,55.89,4700,3474413
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-25,57700,58200,57700,57900,100,0.17,11444683,0.1,1112399,-157605,-4612159,-1280664,55.92,1416,3456504
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-24,57700,58600,57600,57800,-800,-1.37,17564020,0.09,1538629,-302216,-2348241,-2153189,55.98,814,3450534
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-23,58400,58800,57400,58600,400,0.69,20111398,0.1,1818424,-1784682,352801,-1205527,56.0,6336,3498293
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-22,59100,59700,57800,58200,-1000,-1.69,20830381,0.1,3768111,-4025177,146194,-1564825,55.98,15349,3474413
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-21,59100,60000,59000,59200,-100,-0.17,15140387,0.1,281596,624218,-2131389,810166,55.98,6941,3534111
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-18,59800,59900,59100,59300,-200,-0.34,18884571,0.1,1434028,189886,-2393244,-1301652,56.0,6207,3540081
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-17,60700,60800,59300,59500,-1500,-2.46,25108356,0.1,4172555,-2151034,-4363173,-1614014,56.03,316,3552021
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-16,61100,61300,60600,61000,0,0.0,17041444,0.1,-1254092,-1703549,6468337,-704839,56.06,5572,3641567
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-15,60900,61000,60500,61000,600,0.99,17877075,0.1,-2370678,-1867006,3769552,-176837,56.01,8649,3641567
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-14,60200,60800,59900,60400,1400,2.37,20648281,0.1,-2646580,1491903,3186672,-1155085,56.01,3899,3605749
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-11,59300,59400,58200,59000,-200,-0.34,16017098,0.1,1524288,-1081621,-1046136,-1235137,55.99,16881,3522172
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-10,59900,60000,59100,59200,800,1.37,29923293,0.1,-4008484,-1455578,10991709,-2495382,56.0,14189,3534111
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-09,58200,59300,57800,58400,-300,-0.51,30597399,0.1,-2711406,320935,5422977,-2283089,55.9,1089,3486353
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-08,57400,58700,57200,58700,2200,3.89,31517520,0.1,-7315520,2888255,8637466,432810,55.86,1636,3504262
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-07,56100,57300,55800,56500,900,1.62,18685880,0.09,898502,-897885,15765,-689447,55.79,262,3372927
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-04,55200,55800,55100,55600,-800,-1.42,22139109,0.1,4414025,-2508980,-4575333,-3695100,55.79,3094,3319199
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-03,55600,56700,55500,56400,2000,3.68,28384920,0.1,-4762912,265036,6732688,67671,55.82,0,3366957
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-02,54600,55100,54100,54400,200,0.37,16905723,0.1,1086555,59529,-1558208,-754462,55.76,478,3247562
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-09-01,54100,54800,54100,54200,200,0.37,19363117,0.09,2375095,-952340,-2455576,-1518532,55.77,2693,3235622
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-31,56000,56100,54000,54000,-1400,-2.53,32671367,0.09,10136330,-509866,-21165501,-5456279,55.79,10319,3223683
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-27,56300,56300,55600,55600,-800,-1.42,16196568,0.09,2873281,-2848392,-850963,-750252,56.02,9450,3319199
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-26,56400,56500,55700,56400,0,0.0,17651593,0.09,2008624,-3231228,2494734,1322177,56.02,226,3366957
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-25,56400,56800,56100,56400,300,0.53,14021705,0.09,772245,-1178636,199757,-273748,55.98,0,3366957
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-24,55800,56600,55400,56100,200,0.36,15055896,0.09,838921,-1193461,-9063,158128,55.98,382,3349048
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-21,56200,56900,55800,55900,500,0.9,21142288,0.08,469780,-1567729,2222521,1431318,55.97,512,3337108
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-20,57600,57600,55300,55400,-2400,-4.15,30386029,0.08,5614154,-5264447,-966955,-743373,55.94,59,3307260
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-19,59000,59200,57800,57800,-600,-1.03,16930719,0.08,1290854,-798341,-345348,-1199135,55.95,44,3450534
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-18,58900,59900,58000,58400,400,0.69,25307825,0.09,-4780113,3604406,4695136,1844748,55.96,46,3486353
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-14,58000,58400,57700,58000,-700,-1.19,15672548,0.09,883493,640158,-2093869,-987968,55.9,3525,3462474
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-13,59400,59600,58000,58700,-300,-0.51,22089460,0.09,1066850,225932,-2529838,-460966,55.93,834,3504262
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-12,58200,59000,57700,59000,800,1.37,18573934,0.09,-298043,-52490,123744,-48633,55.95,5595,3522172
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-11,58000,59500,57800,58200,400,0.69,24907912,0.09,-2031509,918477,453578,-737525,55.95,992,3474413
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-07,57900,58400,57100,57500,-500,-0.86,18751717,0.09,1962387,-3358271,1740739,-2132406,55.94,1874,3432625
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-06,57100,58400,57100,58000,1100,1.93,21625874,0.09,-756683,147756,1462277,-192120,55.91,20328,3462474
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-05,57300,57500,56300,56900,-400,-0.7,17739706,0.08,4423428,-2880624,-2724519,-1500531,55.9,678,3396806
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-04,57200,58100,57000,57300,500,0.88,19419694,0.07,1543639,-622191,-1555225,-2764121,55.92,1528,3420685
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-08-03,57800,57900,56700,56800,-1100,-1.9,21158940,0.07,4696704,-1592111,-5945035,-2602624,55.94,1145,3390836
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-31,59500,59600,57700,57900,-1100,-1.86,21943345,0.08,3380020,-2185878,-1889393,-3000203,55.99,0,3456504
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-30,59700,60100,59000,59000,0,0.0,19285354,0.08,-448138,-1028015,3449111,-166848,56.01,0,3522172
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-29,60300,60400,58600,59000,400,0.68,36476611,0.09,-3223262,-1453164,8140997,-1350312,55.98,4228,3522172
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-28,57000,58800,56400,58600,3000,5.4,48431566,0.09,-15527280,214491,29931736,4380719,55.9,408,3498293
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-27,54300,55700,54300,55600,1400,2.58,21054421,0.09,-8651830,1564238,13016365,2686670,55.62,134,3319199
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-24,54000,54400,53700,54200,100,0.18,10994535,0.09,-197573,-1060195,3519392,-358753,55.5,629,3235622
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-23,54700,54700,53800,54100,-600,-1.1,16214932,0.09,3933955,-2749215,-2824014,-286420,55.46,5881,3229652
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-22,55300,55500,54700,54700,-600,-1.08,12885057,0.09,1170121,-911194,-324797,-828382,55.48,6277,3265471
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-21,55200,55400,54800,55300,1100,2.03,18297260,0.09,-6856494,1532617,10765860,1437467,55.48,252,3301290
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-20,54800,54800,54000,54200,-200,-0.37,10507530,0.09,-118160,-1177682,1322456,-656335,55.39,284,3235622
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-17,54200,54700,54100,54400,600,1.12,10096174,0.09,-1612377,361430,2648247,-145872,55.37,16648,3247562
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-16,54800,54800,53800,53800,-900,-1.65,16779127,0.11,805698,41031,-2305411,13313,55.34,508,3211743
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-15,54400,55000,54300,54700,900,1.67,24051450,0.11,-7176548,2163330,10934032,408064,55.36,0,3265471
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-14,53700,53800,53200,53800,400,0.75,14269484,0.11,-696831,-1611705,3376244,283884,55.27,12001,3211743
"005930",삼성전자,KOSPI,주식,,2022-09-24,"005930",2020-07-13,53300,53800,53100,53400,700,1.33,12240188,0.11,-2200600,1102235,2533582,1374210,55.23,11022,3187864
