"code","name","sector","section","has_item","reg_day","code","reg_day","open","high","low","close","change_price","change_rate","volume","margin_rate","volume_retail","volume_insti","volume_foreign","volume_program","foreign_rate","volume_short","cap"
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-26,267500,273500,263500,267000,-7000,-2.55,186095,1.25,8214,12520,-45508,-18538,24.7,80,26287
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-25,274500,275500,269500,274000,4500,1.67,151346,1.44,3920,8959,-24513,-14232,24.9,6,26976
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-24,278000,283000,266000,269500,-4500,-1.64,362475,1.47,-24165,35570,-23239,-43776,25.04,11,26533
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-23,259500,276500,256000,274000,14000,5.38,440567,1.42,-130759,121777,-9653,15031,25.18,4,26976
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-22,262500,266500,259500,260000,500,0.19,199316,1.41,13053,19840,-43633,-29703,25.17,5,25597
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-19,264000,266000,255000,259500,-4500,-1.7,246250,1.63,52168,4755,-88949,-47312,25.46,17,25548
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-18,254500,270000,254000,264000,13000,5.18,659870,1.62,-283733,122554,304265,145684,26.04,27,25991
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-17,255000,255000,249000,251000,-3000,-1.18,117950,1.47,13228,-3118,-14243,-22856,24.37,33,24711
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-16,248000,256500,245500,254000,8000,3.25,238532,1.48,-71197,42777,53435,16341,24.47,85,25007
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-15,246000,248000,243000,246000,2000,0.82,95707,1.46,-18980,22992,-5822,-5657,24.18,9,24219
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-10,242500,244000,238500,244000,2000,0.83,57876,1.48,-2378,505,4370,-1757,24.22,7,24022
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-09,245000,248000,242000,242000,-3000,-1.22,90422,1.47,9727,3913,-17579,-10125,24.2,38,23825
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-08,238000,246500,237000,245000,7000,2.94,157255,1.46,-41843,33116,14840,6201,24.32,97,24121
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-05,237500,238500,236000,238000,2500,1.06,52616,1.39,8102,-10499,4790,-966,24.22,75,23432
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-03,241500,242000,237000,239500,1500,0.63,61712,1.37,7890,-3779,-11093,-5780,24.19,9,23579
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-02,237500,242000,236000,238000,1000,0.42,80088,1.33,14769,-2029,-26638,-7633,24.24,91,23432
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-02-01,233500,237000,230500,237000,3500,1.5,76057,1.44,3751,-458,-12828,-6095,24.37,214,23333
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-29,240500,241000,231000,233500,-4500,-1.89,140334,1.47,36052,-9330,-58727,-30783,24.44,96,22988
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-28,237500,240500,235500,238000,-5500,-2.26,128109,1.45,27559,-22529,-16667,-8981,24.66,347,23432
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-27,249000,251500,242000,243500,-4500,-1.81,127695,1.52,34575,-32596,-10190,-3756,24.73,373,23973
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-26,257500,257500,247500,248000,-7000,-2.75,155454,1.55,42264,-25610,-34146,-27890,24.75,100,24416
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-25,252500,256000,251000,255000,4000,1.59,121020,1.56,-964,1022,4270,-3261,24.95,39,25105
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-22,251000,257500,247000,251000,1500,0.6,170501,1.51,-21434,749,36440,14053,24.94,25,24711
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-21,246000,253000,243000,249500,6000,2.46,158156,1.43,-11897,1763,5340,-409,24.74,13,24564
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-20,244500,245500,239500,243500,0,0.0,108747,1.43,37295,-37247,17536,-2729,24.72,157,23973
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-19,242000,244500,240500,243500,4500,1.88,88072,1.45,-7048,1381,10688,3318,24.48,91,23973
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-18,244000,245000,238000,239000,-8500,-3.43,176946,1.46,50266,-37586,-22645,-11138,24.42,147,23530
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-15,257000,259000,247000,247500,-6500,-2.56,189827,1.42,62086,-45981,-34054,-21589,24.54,255,24367
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-14,254500,260000,251500,254000,0,0.0,201518,1.45,17612,-13415,-3042,1725,24.7,537,25007
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-13,258000,258000,251000,254000,-1000,-0.39,190149,1.34,57444,-6391,-82294,-30001,24.76,113,25007
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-12,242500,258500,240000,255000,12000,4.94,379558,1.35,-27734,-24098,84164,53078,25.29,160,25105
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-11,253000,255000,240500,243000,-4500,-1.82,277187,1.31,7508,4911,-19643,-18343,24.73,72,23924
"004170",신세계,KOSPI,주식,,2022-09-24,"004170",2021-01-08,240500,251500,240000,247500,7500,3.13,277387,1.27,-46450,18982,57777,21531,24.88,123,24367
